id	sentiment
540_8	0
10999_1	0
7942_1	0
5102_7	0
7121_1	0
7315_10	0
314_1	0
9567_1	0
5083_1	0
10437_7	0
7326_10	0
8381_1	0
1557_10	0
5283_3	0
12071_1	0
2386_2	0
9958_1	0
10290_1	0
9313_9	0
2268_10	0
7657_10	0
1318_2	0
5373_4	0
10659_2	0
2021_8	0
6946_10	0
1583_8	0
7126_10	0
9860_7	0
5330_1	0
3876_4	0
6255_8	0
4536_7	0
4109_10	0
6209_8	0
1752_8	0
12086_10	0
1645_1	0
8861_1	0
7468_10	0
2448_8	0
4089_1	0
12122_7	0
10367_8	0
7288_7	0
8084_4	0
9603_4	0
885_2	0
6542_1	0
36_4	0
9042_10	0
5294_4	0
10088_10	0
2810_10	0
8957_3	0
13_7	0
482_8	0
7008_2	0
10435_7	0
11565_4	0
3808_1	0
899_7	0
9295_10	0
5619_9	0
2504_3	0
5163_3	0
4210_2	0
8391_8	0
10097_1	0
1614_4	0
10748_10	0
330_1	0
8465_1	0
6760_2	0
3263_4	0
4932_4	0
4685_4	0
2468_10	0
3775_7	0
10542_3	0
3871_8	0
7672_1	0
2912_9	0
9452_9	0
3449_2	0
3912_10	0
7903_10	0
11589_3	0
2935_10	0
3666_3	0
8282_4	0
2034_1	0
892_10	0
4363_1	0
6867_1	0
4006_4	0
1820_9	0
11759_3	0
8914_1	0
4555_9	0
11854_1	0
5328_2	0
7134_10	0
10200_4	0
5864_1	0
1281_10	0
3682_1	0
103_1	0
2122_4	0
893_8	0
6703_8	0
2493_1	0
9335_1	0
2793_1	0
255_10	0
4400_10	0
10226_3	0
3233_1	0
6254_3	0
8195_4	0
10023_9	0
979_8	0
8369_1	0
5512_7	0
3583_10	0
630_10	0
9738_8	0
7103_1	0
6962_7	0
3400_1	0
9125_2	0
11870_1	0
12376_7	0
10936_3	0
3467_1	0
5368_3	0
9214_3	0
10174_4	0
4979_10	0
11257_1	0
10180_7	0
6514_10	0
11524_2	0
11444_10	0
11654_9	0
2316_10	0
2255_4	0
627_2	0
5354_10	0
11239_8	0
8128_1	0
5243_9	0
4071_4	0
10113_10	0
4904_10	0
10295_7	0
9774_8	0
1103_4	0
10405_8	0
383_4	0
3397_10	0
2273_9	0
11006_1	0
1642_10	0
10316_8	0
6091_7	0
9171_1	0
4513_1	0
6778_8	0
7554_3	0
7894_1	0
7149_1	0
2093_7	0
7965_10	0
11911_2	0
10176_1	0
4766_1	0
2304_9	0
10168_2	0
2773_7	0
9111_1	0
784_10	0
6438_1	0
7716_4	0
3051_9	0
4241_10	0
9844_8	0
4772_10	0
6664_4	0
9372_9	0
10673_2	0
10949_8	0
12158_3	0
9334_4	0
4403_4	0
7775_4	0
7523_1	0
11808_9	0
4564_10	0
1464_4	0
5835_10	0
5267_1	0
3602_2	0
6782_4	0
6976_4	0
9474_1	0
9344_1	0
8747_3	0
8984_3	0
12417_1	0
5182_4	0
4097_2	0
1516_7	0
11660_1	0
10127_1	0
11464_1	0
5446_2	0
2331_10	0
3942_9	0
637_10	0
8498_9	0
361_10	0
7929_4	0
5658_10	0
3995_8	0
8890_1	0
5605_1	0
3819_4	0
3554_1	0
11135_2	0
259_3	0
6242_8	0
11135_9	0
891_10	0
11175_2	0
3323_9	0
9673_7	0
8392_8	0
7817_1	0
2194_3	0
4573_10	0
529_10	0
5422_9	0
6864_3	0
12487_3	0
690_4	0
10205_2	0
6966_8	0
1543_8	0
11567_8	0
4899_3	0
10024_9	0
11384_2	0
468_7	0
8710_1	0
5635_7	0
12467_7	0
5525_4	0
9898_1	0
6786_10	0
7491_1	0
4823_3	0
9109_7	0
12396_3	0
7538_2	0
6713_2	0
9361_1	0
6562_4	0
10086_2	0
1984_10	0
1211_7	0
12056_10	0
9540_2	0
6240_10	0
12275_9	0
11983_4	0
11849_8	0
8709_8	0
4339_2	0
5109_1	0
3082_10	0
12309_3	0
11753_1	0
476_7	0
11947_9	0
2545_2	0
10639_1	0
2030_4	0
9979_7	0
4126_4	0
12417_10	0
2841_10	0
3509_4	0
1200_1	0
4384_1	0
9957_7	0
5392_10	0
5194_2	0
1102_3	0
4187_7	0
177_9	0
6087_9	0
2817_1	0
8979_2	0
8839_8	0
2204_2	0
3560_8	0
8705_8	0
9369_10	0
2312_9	0
3112_2	0
906_1	0
8852_3	0
11496_4	0
3081_2	0
7796_10	0
1078_4	0
5288_7	0
11299_4	0
12399_9	0
10535_7	0
4068_10	0
2145_7	0
220_4	0
6895_2	0
10619_1	0
418_9	0
3974_4	0
12151_10	0
8407_7	0
8814_10	0
2094_1	0
9816_4	0
6307_8	0
10091_7	0
1260_10	0
4501_7	0
6508_7	0
10399_4	0
9708_4	0
8396_8	0
11803_7	0
4860_10	0
12140_8	0
1953_10	0
3015_9	0
3454_4	0
6990_8	0
3492_1	0
9670_9	0
10568_10	0
4158_10	0
4042_1	0
6413_7	0
8546_10	0
10405_4	0
3923_10	0
1996_3	0
4449_8	0
9725_7	0
10771_10	0
7560_9	0
7516_7	0
5243_4	0
12484_4	0
10869_7	0
5256_10	0
7191_3	0
2813_1	0
9627_2	0
8538_10	0
884_8	0
12449_8	0
6579_4	0
6777_8	0
6056_9	0
10925_9	0
5379_2	0
7855_8	0
6433_3	0
2557_1	0
2464_10	0
2273_4	0
3421_4	0
8016_2	0
5017_4	0
5611_2	0
11799_8	0
1032_1	0
10569_10	0
7753_1	0
10565_9	0
10708_8	0
4907_8	0
3511_8	0
153_10	0
6664_9	0
7158_8	0
3208_7	0
1174_10	0
252_4	0
4812_8	0
7959_10	0
9814_1	0
4364_7	0
7417_10	0
127_7	0
2847_2	0
9114_10	0
11254_1	0
10348_1	0
5587_4	0
6518_10	0
11063_10	0
2911_3	0
11833_7	0
5521_8	0
5321_4	0
10011_9	0
7501_8	0
3289_1	0
6077_9	0
10169_2	0
7941_2	0
1262_8	0
3603_7	0
4067_8	0
10551_7	0
4926_8	0
4537_3	0
12285_10	0
8114_3	0
4957_1	0
3585_2	0
6958_1	0
2037_1	0
8414_7	0
3719_3	0
7650_1	0
11501_2	0
3624_2	0
7344_4	0
944_10	0
8030_3	0
10553_1	0
3457_4	0
7847_3	0
2709_8	0
7973_10	0
7193_10	0
551_1	0
254_1	0
7971_1	0
4529_4	0
6612_1	0
11913_4	0
7568_10	0
3304_10	0
8675_8	0
6775_3	0
3296_10	0
10426_9	0
2412_10	0
9399_7	0
5953_9	0
6706_1	0
11909_7	0
6984_1	0
10557_9	0
11445_7	0
11872_1	0
2468_4	0
11496_10	0
1841_4	0
11596_3	0
3210_3	0
5960_8	0
4625_10	0
6854_1	0
11645_2	0
3098_10	0
9442_10	0
2896_9	0
11315_10	0
2642_1	0
5215_10	0
7366_7	0
7036_4	0
2455_8	0
3788_10	0
1395_3	0
4194_10	0
351_10	0
2812_8	0
10480_10	0
7577_8	0
11369_1	0
12208_8	0
472_1	0
366_9	0
4193_8	0
10563_1	0
10352_4	0
9608_3	0
4658_8	0
3293_1	0
11389_7	0
10425_9	0
7080_4	0
5147_8	0
7274_10	0
7424_3	0
10128_9	0
1231_7	0
3294_9	0
12084_3	0
7436_10	0
8872_8	0
9739_4	0
8123_8	0
3207_1	0
1308_1	0
1117_1	0
3663_10	0
149_1	0
5403_10	0
8169_8	0
12250_10	0
8794_9	0
7652_8	0
4735_9	0
10442_10	0
9156_1	0
92_9	0
10340_9	0
10012_8	0
11116_4	0
5177_1	0
1310_7	0
10547_1	0
2078_1	0
1193_9	0
11757_2	0
3303_10	0
3391_3	0
9153_1	0
12413_3	0
4330_1	0
9792_2	0
1693_2	0
6291_3	0
8165_8	0
2996_4	0
4974_2	0
4908_10	0
11999_3	0
6737_2	0
1639_10	0
10396_8	0
6579_10	0
6002_1	0
7367_7	0
1355_8	0
8285_8	0
8660_7	0
9672_3	0
6483_10	0
5267_7	0
2225_4	0
5905_9	0
7167_9	0
8131_1	0
6121_2	0
6157_2	0
11581_10	0
11627_8	0
1759_4	0
10634_1	0
6321_7	0
8461_1	0
6107_1	0
11782_1	0
635_9	0
11980_4	0
1033_4	0
5841_7	0
9578_4	0
11553_9	0
4678_10	0
698_7	0
7097_4	0
1996_10	0
10653_10	0
74_3	0
5934_10	0
3846_2	0
2636_9	0
5733_2	0
11860_10	0
9434_2	0
9709_10	0
9918_10	0
5369_9	0
931_1	0
4798_8	0
7229_7	0
5226_10	0
12496_1	0
4732_4	0
8587_7	0
564_1	0
2657_10	0
12187_3	0
3611_10	0
6757_8	0
4952_7	0
12305_2	0
11776_4	0
4497_4	0
1814_10	0
9871_7	0
12044_7	0
394_8	0
3691_8	0
6398_2	0
10626_1	0
1832_4	0
9052_8	0
10761_4	0
9560_9	0
2542_10	0
8449_4	0
12362_8	0
11282_2	0
4587_10	0
4919_3	0
12453_7	0
2200_9	0
4548_7	0
9411_1	0
12304_3	0
11339_1	0
3097_1	0
6410_1	0
3877_8	0
6964_7	0
5859_1	0
1299_10	0
7772_2	0
1980_10	0
3835_9	0
3055_2	0
9290_9	0
8596_3	0
11238_7	0
4104_9	0
11813_1	0
11321_3	0
1854_2	0
10878_7	0
11828_8	0
10355_1	0
10124_8	0
4004_4	0
9944_9	0
1096_2	0
10886_10	0
9940_3	0
9388_4	0
8635_4	0
12140_2	0
12308_3	0
2540_8	0
8406_3	0
8077_7	0
7234_4	0
2706_9	0
341_4	0
446_3	0
11142_8	0
7308_8	0
4955_3	0
69_4	0
572_9	0
9932_4	0
6122_8	0
7711_3	0
5014_1	0
1430_1	0
11530_8	0
8058_8	0
10724_2	0
6768_8	0
11394_1	0
2473_1	0
12098_8	0
4855_3	0
10439_8	0
687_9	0
3400_8	0
4859_7	0
11259_1	0
2567_3	0
12492_4	0
3553_8	0
2524_4	0
4348_7	0
1219_10	0
7468_4	0
3930_4	0
10162_9	0
927_10	0
1693_10	0
7566_10	0
7626_9	0
7768_8	0
6624_9	0
6980_2	0
7576_10	0
11538_1	0
12257_8	0
11575_1	0
2299_7	0
11083_10	0
4999_1	0
1122_1	0
8958_10	0
7520_8	0
6575_4	0
1076_1	0
3063_3	0
9793_7	0
8432_1	0
7463_1	0
391_8	0
10344_7	0
10651_7	0
8168_4	0
7739_10	0
4463_1	0
680_8	0
6038_3	0
6997_4	0
12428_8	0
1514_7	0
12199_1	0
3147_3	0
10744_8	0
8949_7	0
5099_7	0
6993_7	0
1483_9	0
9719_1	0
859_1	0
7246_4	0
9587_10	0
2285_10	0
5389_3	0
2548_1	0
12185_9	0
5646_1	0
7450_9	0
416_8	0
8539_8	0
9337_10	0
251_10	0
3244_3	0
772_4	0
4456_1	0
1359_7	0
3470_8	0
5285_3	0
10998_1	0
6239_8	0
5693_7	0
755_1	0
1601_8	0
3969_1	0
4700_9	0
811_10	0
9471_7	0
10413_1	0
5488_2	0
7696_2	0
1204_4	0
5990_7	0
6998_4	0
1527_1	0
4735_3	0
1537_1	0
9900_10	0
10528_10	0
4874_10	0
3146_10	0
1291_4	0
6749_2	0
12388_8	0
2962_1	0
9191_1	0
1141_3	0
7658_1	0
6853_10	0
12368_3	0
9851_1	0
10271_10	0
3653_10	0
1865_8	0
2246_4	0
10188_2	0
10430_9	0
7402_2	0
4037_7	0
9427_10	0
5266_10	0
1790_4	0
6722_2	0
4835_1	0
3302_3	0
9544_2	0
12186_1	0
4644_10	0
12090_9	0
11024_9	0
2443_1	0
11689_8	0
1074_10	0
7370_7	0
4913_1	0
4901_4	0
8004_9	0
11559_10	0
234_10	0
1982_1	0
6437_1	0
4795_2	0
1248_8	0
4891_1	0
6391_2	0
6390_8	0
4074_10	0
6724_8	0
11076_8	0
1604_9	0
5244_7	0
8188_1	0
10281_7	0
2380_1	0
5429_10	0
9377_1	0
8550_8	0
10102_7	0
5130_10	0
2000_10	0
7600_10	0
5680_2	0
3731_1	0
369_10	0
7483_10	0
367_2	0
5044_1	0
10810_8	0
4985_10	0
7533_3	0
11709_10	0
3272_8	0
10040_10	0
10514_3	0
6740_2	0
12219_10	0
704_1	0
5453_2	0
11148_4	0
3108_8	0
8833_9	0
5583_4	0
1695_10	0
638_2	0
11806_4	0
4743_1	0
350_2	0
1655_8	0
10838_1	0
10609_10	0
4138_1	0
11543_8	0
6435_7	0
4246_8	0
7738_4	0
3771_10	0
3809_9	0
12075_1	0
593_1	0
7405_10	0
11678_8	0
7313_1	0
1716_8	0
5819_4	0
5050_7	0
1355_1	0
129_9	0
9411_8	0
5888_9	0
95_3	0
5052_1	0
11797_1	0
4370_3	0
8409_4	0
4180_3	0
3619_8	0
893_2	0
147_9	0
4014_2	0
6694_1	0
11666_1	0
10621_3	0
683_4	0
3977_2	0
3342_7	0
10025_1	0
5539_10	0
7755_3	0
2098_10	0
1905_10	0
10729_1	0
5304_2	0
3008_3	0
9901_2	0
2265_1	0
826_3	0
2209_4	0
5924_8	0
8263_9	0
4928_3	0
7637_4	0
11608_1	0
2710_7	0
3031_2	0
8599_7	0
11898_4	0
3506_1	0
2161_4	0
6279_1	0
5249_1	0
651_4	0
7837_10	0
1450_8	0
4891_10	0
6715_4	0
5613_9	0
11687_10	0
7687_1	0
560_1	0
11410_3	0
5069_7	0
2010_8	0
7478_2	0
7425_3	0
4113_7	0
8526_10	0
5470_3	0
9416_10	0
2265_7	0
1123_10	0
553_7	0
11540_10	0
4818_1	0
7320_4	0
6972_9	0
807_2	0
215_8	0
992_1	0
4201_9	0
494_9	0
2280_4	0
3652_4	0
9597_3	0
9630_10	0
7730_1	0
10770_1	0
2730_9	0
8364_10	0
3143_1	0
9995_1	0
2614_9	0
1833_1	0
7728_7	0
976_3	0
11143_10	0
9850_1	0
3772_2	0
10232_10	0
2083_7	0
6876_8	0
6780_10	0
9960_4	0
6770_10	0
10353_9	0
3848_4	0
11158_8	0
3741_1	0
3989_8	0
3566_9	0
10972_3	0
4971_7	0
7691_9	0
7890_7	0
2446_10	0
9466_2	0
11064_7	0
6512_7	0
10242_8	0
8283_1	0
5247_4	0
11284_1	0
10021_2	0
5769_9	0
6892_2	0
2671_7	0
5705_10	0
3168_7	0
7236_8	0
654_10	0
723_2	0
2957_1	0
1623_10	0
6389_9	0
1263_8	0
8390_3	0
684_2	0
223_1	0
6952_7	0
11408_1	0
12422_1	0
6383_3	0
5138_1	0
6956_8	0
8767_10	0
7243_10	0
11954_9	0
11986_1	0
11882_1	0
8623_3	0
11064_3	0
1422_3	0
1162_1	0
161_2	0
6954_2	0
12024_2	0
10217_9	0
6913_9	0
6459_10	0
7869_9	0
12354_10	0
102_10	0
3997_10	0
4151_10	0
2665_10	0
936_8	0
8706_2	0
869_7	0
3392_7	0
10021_8	0
1167_7	0
3911_4	0
5085_7	0
8331_8	0
4726_1	0
11837_2	0
5570_10	0
5575_8	0
6143_7	0
5023_10	0
8173_1	0
3250_9	0
7354_4	0
7175_4	0
1175_9	0
3940_1	0
12205_8	0
7392_8	0
5218_4	0
8809_1	0
4260_2	0
5973_9	0
3709_1	0
6834_2	0
11539_1	0
10359_1	0
395_10	0
1291_10	0
12200_8	0
10721_9	0
4508_2	0
5985_10	0
1929_4	0
7104_7	0
5590_8	0
7724_1	0
6206_8	0
9995_10	0
9642_10	0
8794_1	0
9189_10	0
6290_3	0
11154_2	0
1302_10	0
5143_1	0
735_1	0
2781_2	0
267_3	0
4904_3	0
10876_7	0
7917_8	0
6541_8	0
6511_10	0
11850_3	0
3408_10	0
11145_8	0
7041_7	0
154_3	0
6736_10	0
6816_7	0
6614_9	0
11589_10	0
3973_3	0
1668_8	0
10902_10	0
1980_4	0
1004_7	0
7959_4	0
1330_9	0
1858_10	0
3917_9	0
8137_4	0
7006_8	0
3403_3	0
4559_10	0
7159_2	0
665_9	0
2334_2	0
3874_3	0
5416_9	0
1174_4	0
8271_10	0
11144_8	0
4292_7	0
5743_10	0
5457_1	0
11086_7	0
12035_3	0
10080_10	0
9991_4	0
7658_10	0
8938_2	0
8867_1	0
3885_10	0
8650_2	0
9847_7	0
8918_3	0
2957_10	0
8013_1	0
1524_1	0
642_1	0
6915_4	0
5424_1	0
7269_3	0
9945_1	0
9836_9	0
4651_3	0
11992_10	0
3736_8	0
4828_1	0
11019_4	0
792_1	0
6297_1	0
10599_8	0
6004_2	0
2295_1	0
286_1	0
2563_10	0
8548_10	0
7030_10	0
2301_10	0
925_10	0
2514_8	0
10093_7	0
5544_7	0
8466_9	0
1889_1	0
7143_10	0
10853_2	0
4317_10	0
1605_10	0
10864_8	0
9126_9	0
4591_9	0
2982_1	0
7371_7	0
1595_7	0
12483_4	0
12120_10	0
5955_10	0
2233_2	0
8352_9	0
5024_4	0
5483_10	0
10788_10	0
10727_7	0
11577_8	0
6517_3	0
6877_1	0
6197_10	0
2203_3	0
9648_4	0
6604_3	0
3216_8	0
3420_1	0
9571_3	0
1890_2	0
10933_1	0
1233_1	0
7493_7	0
4273_1	0
6520_4	0
7233_4	0
1000_4	0
2951_8	0
506_7	0
10320_7	0
6280_7	0
12445_9	0
6976_9	0
12403_8	0
7982_1	0
12339_10	0
4337_1	0
510_1	0
9130_9	0
3984_1	0
10420_2	0
6408_2	0
11926_1	0
10760_1	0
4323_4	0
1747_10	0
10623_8	0
876_7	0
6992_1	0
7888_1	0
6101_8	0
7801_1	0
6920_8	0
12249_2	0
10297_8	0
10582_10	0
169_8	0
11911_10	0
9513_1	0
7840_4	0
8026_9	0
12248_4	0
2302_9	0
7518_2	0
8835_9	0
11170_10	0
2079_4	0
1439_3	0
6231_4	0
975_9	0
11240_7	0
8500_7	0
1644_1	0
559_1	0
1695_1	0
8197_3	0
6069_3	0
9107_7	0
6495_3	0
5772_10	0
11252_9	0
4795_9	0
696_10	0
8170_2	0
5390_1	0
5340_3	0
758_9	0
11149_3	0
6330_1	0
8138_10	0
1502_1	0
412_4	0
1011_2	0
3345_1	0
2238_9	0
2651_10	0
11554_1	0
7083_1	0
8903_3	0
1659_2	0
5756_8	0
12370_8	0
2007_7	0
10579_2	0
295_3	0
377_7	0
5191_8	0
3102_9	0
4085_10	0
9048_8	0
2287_8	0
6253_2	0
10861_4	0
11964_4	0
6858_7	0
11958_2	0
11646_4	0
58_9	0
1069_3	0
9441_4	0
1096_9	0
6781_10	0
10385_3	0
9877_4	0
3054_7	0
8127_2	0
5168_1	0
749_1	0
851_7	0
2655_10	0
6047_10	0
4354_2	0
3234_4	0
6567_10	0
173_3	0
3005_8	0
3797_2	0
5080_2	0
11893_3	0
6020_7	0
2248_7	0
7996_8	0
3360_1	0
2950_10	0
7676_2	0
3656_4	0
5257_10	0
7919_10	0
10937_1	0
3945_10	0
4609_4	0
6025_9	0
5607_1	0
2061_1	0
1762_1	0
3698_3	0
4074_2	0
406_2	0
4308_8	0
1844_8	0
10343_3	0
2581_8	0
6284_7	0
11461_10	0
7322_10	0
11647_8	0
10443_3	0
6771_7	0
11191_10	0
6662_1	0
8591_7	0
9683_1	0
3117_8	0
4030_4	0
4836_8	0
5613_3	0
9568_2	0
10989_2	0
5563_8	0
2593_10	0
10360_3	0
11209_8	0
851_1	0
3478_8	0
9177_10	0
7206_9	0
6761_9	0
4106_7	0
3373_7	0
9511_7	0
7220_7	0
1808_3	0
4937_2	0
10133_1	0
9141_1	0
5485_1	0
1100_7	0
9172_1	0
1048_8	0
5565_8	0
8674_9	0
1842_9	0
3849_8	0
11216_4	0
2618_7	0
11339_10	0
4806_1	0
1773_9	0
5581_4	0
10914_3	0
1750_4	0
3452_3	0
9949_9	0
3919_3	0
4031_10	0
3450_7	0
3616_7	0
3091_10	0
3062_10	0
10261_8	0
6559_10	0
12096_8	0
6880_7	0
6015_1	0
5802_3	0
207_8	0
4637_4	0
9920_3	0
3461_2	0
6622_1	0
4903_10	0
9504_10	0
6620_1	0
10052_10	0
4906_1	0
8864_10	0
4206_1	0
10300_3	0
1180_4	0
2105_8	0
9412_10	0
6402_1	0
12100_4	0
2724_1	0
3069_9	0
8776_10	0
2466_3	0
1628_10	0
535_10	0
8007_1	0
3575_1	0
11713_1	0
6521_7	0
3219_2	0
1345_9	0
7832_1	0
2687_1	0
3233_10	0
1799_3	0
122_1	0
2856_10	0
10438_9	0
1875_10	0
3304_3	0
9744_1	0
2377_1	0
9306_9	0
12469_1	0
9946_1	0
1765_8	0
9948_2	0
7655_10	0
3838_7	0
5829_10	0
5345_9	0
8633_8	0
11350_1	0
11748_8	0
6655_7	0
4280_1	0
10490_7	0
2705_1	0
6093_1	0
8988_10	0
2396_7	0
9685_10	0
7086_1	0
10862_9	0
8428_1	0
773_2	0
8641_3	0
9795_1	0
4310_9	0
4674_3	0
9035_10	0
11519_1	0
8290_2	0
3638_1	0
12445_4	0
4415_10	0
12128_4	0
4045_1	0
10370_4	0
3628_1	0
469_7	0
1435_4	0
10688_1	0
7469_10	0
0_3	0
11000_1	0
5657_9	0
1089_1	0
4804_7	0
8759_1	0
11811_8	0
4010_2	0
2637_7	0
323_10	0
10629_2	0
5013_10	0
649_4	0
7112_4	0
7439_9	0
3504_4	0
9803_1	0
5000_1	0
9660_9	0
4882_9	0
3090_10	0
283_8	0
10880_8	0
31_8	0
8260_9	0
1078_8	0
9438_10	0
12403_4	0
5543_7	0
438_9	0
2436_10	0
6803_8	0
11487_3	0
1831_2	0
8375_8	0
5614_4	0
967_3	0
7513_3	0
8331_4	0
11433_8	0
4527_2	0
9064_7	0
4624_8	0
8047_9	0
11073_2	0
8007_7	0
3079_1	0
6531_8	0
945_10	0
10486_7	0
11202_3	0
46_9	0
5719_2	0
1166_2	0
12283_8	0
9539_3	0
6054_2	0
11895_8	0
6076_9	0
2379_1	0
2661_2	0
4546_10	0
6547_9	0
5371_8	0
11202_10	0
9084_1	0
7505_9	0
4418_1	0
4404_4	0
9620_7	0
11097_9	0
11840_4	0
1446_10	0
1136_8	0
472_10	0
9185_1	0
7418_8	0
1754_10	0
3451_4	0
1886_1	0
6730_10	0
1532_10	0
8235_2	0
6213_1	0
11041_4	0
3783_10	0
4168_7	0
4628_9	0
1428_7	0
7512_8	0
6435_3	0
11334_1	0
6038_10	0
5043_7	0
2658_1	0
7679_4	0
71_10	0
11695_9	0
3614_2	0
2082_10	0
5161_1	0
10209_7	0
8947_9	0
12157_9	0
11849_4	0
3016_1	0
7651_1	0
7134_1	0
8078_10	0
6858_2	0
3022_1	0
11565_9	0
1478_7	0
6685_10	0
2823_2	0
202_10	0
3751_2	0
6933_1	0
585_10	0
7935_8	0
48_7	0
7816_9	0
9054_9	0
7482_10	0
5909_8	0
9435_7	0
1971_1	0
5261_3	0
6759_4	0
3377_2	0
12289_9	0
700_8	0
2323_8	0
8139_1	0
11412_10	0
10766_4	0
4184_8	0
5798_4	0
11065_2	0
1217_3	0
11010_10	0
2779_1	0
10167_1	0
3801_8	0
2760_2	0
9693_8	0
6842_7	0
819_1	0
528_9	0
11930_10	0
6473_8	0
9893_4	0
9472_1	0
4636_3	0
9055_10	0
2766_9	0
4792_3	0
5840_1	0
10319_7	0
4892_10	0
8249_10	0
71_1	0
5105_8	0
11180_7	0
9402_7	0
10098_10	0
11715_7	0
6887_3	0
7024_2	0
8163_3	0
5870_1	0
10873_4	0
2293_1	0
5858_1	0
956_9	0
682_3	0
22_1	0
10791_2	0
5039_3	0
7682_8	0
4398_2	0
11344_7	0
11962_4	0
4856_10	0
9654_10	0
2644_1	0
4033_9	0
1319_1	0
9312_1	0
11869_10	0
4044_1	0
10756_2	0
3166_9	0
5883_10	0
2926_1	0
2369_10	0
10674_1	0
3512_4	0
3266_7	0
5958_9	0
3150_10	0
7310_9	0
6981_1	0
6906_1	0
1074_4	0
11205_2	0
4649_3	0
1726_8	0
4782_4	0
7524_9	0
6928_9	0
12034_10	0
1356_4	0
3424_1	0
8731_1	0
12298_4	0
1437_8	0
2277_4	0
1784_1	0
2525_8	0
248_4	0
7630_1	0
8986_1	0
10490_1	0
5072_3	0
9491_1	0
9384_8	0
805_9	0
10092_1	0
1765_4	0
12219_4	0
7602_10	0
8089_10	0
8027_10	0
12139_10	0
10606_2	0
10813_4	0
6723_2	0
3539_1	0
2606_8	0
9692_2	0
10220_3	0
5375_2	0
8455_2	0
8365_8	0
8781_9	0
2741_2	0
8183_7	0
1186_2	0
207_1	0
1909_10	0
4218_3	0
8685_3	0
9461_7	0
1824_8	0
1603_9	0
10519_1	0
11012_1	0
12158_7	0
2814_10	0
7839_10	0
11057_10	0
1274_4	0
4537_8	0
2744_10	0
11473_4	0
9925_1	0
10712_1	0
2168_1	0
12052_1	0
1611_10	0
5241_3	0
2027_4	0
9493_8	0
6064_7	0
1188_4	0
5706_9	0
8583_9	0
8354_2	0
11720_8	0
4151_1	0
3293_10	0
11322_2	0
5134_4	0
7351_2	0
10482_1	0
5582_9	0
1483_2	0
3030_9	0
9234_8	0
2479_3	0
8255_9	0
10064_10	0
9800_9	0
4484_8	0
643_1	0
4858_8	0
9950_2	0
5774_1	0
2134_10	0
616_1	0
2401_8	0
5702_1	0
4562_9	0
5028_4	0
1857_4	0
9622_3	0
328_1	0
10885_7	0
